"Search.Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Region"	"Location.Name"	"Latitude"	"Longitude"	"Focal.Depth..km."	"Mag"	"MMI.Int"	"Deaths"	"Death.Description"	"Missing"	"Missing.Description"	"Injuries"	"Injuries.Description"	"Damage...Mil."	"Damage.Description"	"Houses.Destroyed"	"Houses.Destroyed.Description"	"Houses.Damaged"	"Houses.Damaged.Description"	"Total.Deaths"	"Total.Death.Description"	"Total.Missing"	"Total.Missing.Description"	"Total.Injuries"	"Total.Injuries.Description"	"Total.Damage...Mil."	"Total.Damage.Description"	"Total.Houses.Destroyed"	"Total.Houses.Destroyed.Description"	"Total.Houses.Damaged"	"Total.Houses.Damaged.Description"	"Mag.full"	"Freq.Country"
"744"	""	1991	1	31	23	3	33.6	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR"	35.993	70.423	142	6.4	7	848	3	NA	NA	200	3	36	4	NA	3	2000	4	848	3	NA	NA	200	3	36	4	NA	3	2000	4	6	35
"745"	""	1991	4	5	4	19	49.5	NA	NA	"PERU"	160	"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA"	-5.982	-77.094	20	6.7	7	53	2	NA	NA	252	3	NA	3	NA	NA	8063	4	53	2	NA	NA	252	3	NA	3	NA	NA	8063	4	6	67
"746"	""	1991	4	22	21	56	51.8	2202	NA	"COSTA RICA"	90	"COSTA RICA:  LIMON, PANDORA;  PANAMA"	9.685	-83.073	10	7.6	10	87	2	NA	NA	895	3	510	4	NA	3	NA	NA	90	2	NA	NA	895	3	510	4	NA	3	NA	NA	7	12
"747"	""	1991	4	24	10	54	35.7	NA	NA	"TURKEY"	140	"TURKEY:  ERZURUM PROVINCE"	39.597	41.118	33	4.5	NA	1	1	NA	NA	3	1	NA	1	NA	NA	NA	2	1	1	NA	NA	3	1	NA	1	NA	NA	NA	2	4	104
"748"	""	1991	4	29	9	12	48.1	NA	NA	"GEORGIA"	40	"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI"	42.453	43.673	17	7	9	270	3	NA	NA	NA	NA	1700	4	NA	4	NA	NA	270	3	NA	NA	NA	NA	1700	4	NA	4	NA	NA	7	4
"749"	""	1991	6	15	0	59	20.3	NA	NA	"GEORGIA"	40	"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA"	42.461	44.009	9	6.1	8	8	1	NA	NA	200	3	NA	3	NA	NA	NA	NA	8	1	NA	NA	200	3	NA	NA	NA	NA	NA	NA	6	4
"750"	""	1991	6	28	14	43	54.5	NA	NA	"USA"	150	"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES"	34.262	-118.002	11	5.1	7	2	1	NA	NA	104	3	33.5	4	NA	NA	NA	NA	2	1	NA	NA	104	3	33.5	4	NA	NA	NA	NA	5	36
"751"	""	1991	7	4	11	43	10.4	NA	NA	"INDONESIA"	60	"INDONESIA:  TIMOR:  KALABAHI, DILI"	-8.099	124.681	29	6.5	NA	28	1	NA	NA	181	3	7.7	3	1150	4	NA	NA	28	1	NA	NA	181	3	7.7	3	1150	4	NA	NA	6	125
"752"	""	1991	7	12	10	42	21.2	NA	NA	"ROMANIA"	110	"ROMANIA:  BANLOC, DETA, TIMISOARA"	45.364	21.057	11	5.6	8	2	1	NA	NA	30	2	NA	1	NA	NA	NA	2	2	1	NA	NA	30	1	NA	1	NA	NA	NA	2	5	5
"753"	""	1991	7	23	19	44	50.2	NA	NA	"PERU"	160	"PERU:  MACA, CHIVAY, YANQUE"	-15.679	-71.574	5	4.7	5	92	2	NA	NA	30	1	NA	2	NA	3	NA	NA	92	2	NA	NA	30	1	NA	2	NA	3	NA	NA	4	67
"754"	""	1991	9	18	9	48	13.1	NA	NA	"GUATEMALA"	100	"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA"	14.646	-90.986	5	6.2	6	25	1	NA	NA	200	3	NA	3	NA	NA	NA	NA	25	1	NA	NA	200	3	NA	3	NA	NA	NA	NA	6	15
"755"	""	1991	10	19	21	23	14.3	NA	NA	"INDIA"	60	"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH"	30.78	78.774	10	7	8	2000	4	NA	NA	1800	4	60	4	7500	4	7500	4	2000	4	NA	NA	1800	4	60	4	7500	4	NA	NA	7	32
"756"	""	1991	11	19	22	28	51	NA	NA	"COLOMBIA"	160	"COLOMBIA:  CHACO, BUENAVENTURA, CALI"	4.554	-77.442	21	6.4	6	2	1	NA	NA	NA	NA	NA	1	NA	NA	28	1	2	1	NA	NA	NA	NA	NA	2	NA	NA	28	1	6	32
"757"	""	1991	11	28	17	19	55.5	NA	NA	"IRAN"	140	"IRAN:  RUDBAR, RASHT"	36.924	49.603	16	5	NA	1	1	NA	NA	70	2	NA	2	NA	NA	NA	NA	1	1	NA	NA	70	2	NA	2	NA	NA	NA	NA	5	138
"758"	""	1992	3	4	11	57	53	NA	NA	"IRAN"	140	"IRAN:  LORDEGAN ARDAL AREA"	31.726	50.778	18	4.6	NA	6	1	NA	NA	50	1	NA	2	300	3	NA	NA	6	1	NA	NA	50	1	NA	2	300	3	NA	NA	4	138
"759"	""	1992	3	13	17	18	39.9	NA	NA	"TURKEY"	140	"TURKEY:  ERZINCAN"	39.71	39.605	27	6.9	8	653	3	NA	NA	2000	4	750	4	NA	NA	8057	4	653	3	NA	NA	2000	4	750	4	NA	NA	8057	4	6	104
"760"	""	1992	5	20	12	20	32.8	NA	NA	"PAKISTAN"	60	"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL"	33.377	71.317	16	6	NA	36	1	NA	NA	100	2	NA	2	400	3	NA	NA	6	1	NA	NA	100	2	NA	2	400	3	NA	NA	6	31
"761"	""	1992	6	28	11	57	34.1	NA	NA	"USA"	150	"CALIFORNIA: LANDERS, YUCCA  VALLEY"	34.201	-116.436	1	7.6	9	3	1	NA	NA	400	3	92	4	NA	NA	NA	NA	3	1	NA	NA	400	3	92	4	NA	NA	NA	NA	7	36
"762"	""	1992	8	28	0	50	50.4	NA	NA	"PAKISTAN"	60	"PAKISTAN:  KALAT"	29.087	66.74	9	5.5	NA	4	1	NA	NA	200	3	NA	2	NA	3	NA	NA	4	1	NA	NA	200	3	NA	2	NA	3	NA	NA	5	31
"763"	""	1992	9	8	0	38	15.4	NA	NA	"IRAN"	140	"IRAN:  FIRUZABAD"	29.134	52.187	18	4.7	NA	1	1	NA	NA	11	1	NA	2	200	3	NA	NA	1	1	NA	NA	11	1	NA	2	200	3	NA	NA	4	138
"764"	""	1992	9	11	3	57	26.5	NA	NA	"CONGO"	10	"CONGO:  KABALO"	-6.087	26.651	11	7	NA	8	1	NA	NA	37	1	NA	1	NA	2	NA	NA	8	1	NA	NA	37	1	NA	1	NA	2	NA	NA	7	6
"765"	""	1992	10	12	13	9	55.5	NA	NA	"EGYPT"	15	"EGYPT:  CAIRO"	29.778	31.144	22	5.3	NA	545	3	NA	NA	6512	4	1200	4	9350	4	9350	4	545	3	NA	NA	6512	4	1200	4	9350	4	NA	NA	5	4
"766"	""	1992	10	18	15	11	59.1	NA	NA	"COLOMBIA"	160	"COLOMBIA:  MURINDO, APARTADO, MEDELLIN"	7.075	-76.862	10	7.4	NA	11	1	NA	NA	115	2	NA	2	NA	2	NA	NA	11	1	NA	NA	115	2	NA	2	NA	NA	NA	NA	7	32
"767"	""	1992	12	12	5	29	26.3	2214	NA	"INDONESIA"	60	"INDONESIA:  FLORES REGION, MAUMERE, BABI"	-8.48	121.896	28	7.8	11	1000	4	NA	NA	500	3	100	4	31785	4	NA	NA	2500	4	NA	NA	2103	4	100	4	31785	4	NA	NA	7	125
"768"	""	1993	1	15	11	6	5.9	NA	NA	"JAPAN"	30	"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU"	43.3	143.691	102	7.6	6	2	1	NA	NA	NA	NA	358	4	NA	NA	NA	NA	2	1	NA	NA	NA	NA	358	4	NA	NA	NA	NA	7	63
"769"	""	1993	3	20	14	51	59.7	NA	NA	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE): NGAMRING"	29.084	87.333	12	6.2	NA	2	1	NA	NA	3	1	NA	1	NA	NA	NA	NA	2	1	NA	NA	3	1	NA	1	NA	NA	NA	NA	6	152
"770"	""	1993	4	18	9	16	23.2	NA	NA	"PERU"	160	"PERU:  LIMA"	-11.652	-76.53	106	6.3	NA	6	1	NA	NA	NA	NA	NA	1	30	1	NA	NA	6	1	NA	NA	NA	NA	NA	1	30	1	NA	NA	6	67
"771"	""	1993	6	22	16	32	43.7	NA	NA	"IRAN"	140	"IRAN:  BOVIR AHMADI VA KOHKILUYEH"	30.149	50.814	33	5.4	NA	24	1	NA	NA	49	1	NA	NA	NA	NA	NA	NA	24	1	NA	NA	49	1	NA	NA	NA	NA	NA	NA	5	138
"772"	""	1993	7	10	20	40	58.9	NA	NA	"COSTA RICA"	100	"COSTA RICA:  TURRIALBA, CARTAGO"	9.821	-83.622	20	5.8	NA	2	1	NA	NA	9	1	NA	1	NA	NA	NA	NA	2	1	NA	NA	9	1	NA	1	NA	NA	NA	NA	5	12
"773"	""	1993	7	12	13	17	11.9	2219	NA	"JAPAN"	30	"JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA"	42.851	139.197	17	7.7	8	23	3	NA	NA	233	3	1207	4	NA	3	NA	NA	231	3	NA	NA	233	3	1207	4	2374	4	NA	NA	7	63
"774"	""	1993	9	10	19	12	54.6	NA	NA	"GUATEMALA"	100	"GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS"	14.717	-92.645	34	7.2	NA	1	1	NA	NA	3	1	NA	2	NA	NA	NA	NA	1	1	NA	NA	3	1	NA	2	NA	NA	NA	NA	7	15
"775"	""	1993	9	21	3	28	55.4	NA	NA	"USA"	150	"OREGON:  KLAMATH FALLS"	42.314	-122.012	11	6	7	2	1	NA	NA	NA	NA	7.5	3	NA	NA	NA	NA	2	1	NA	NA	NA	NA	7.5	3	NA	NA	NA	NA	6	36
"776"	""	1993	9	29	22	25	48.6	NA	NA	"INDIA"	60	"INDIA:  LATUR-OSMANABAD, KILLARI"	18.066	76.451	7	6.2	8	11000	4	NA	NA	30000	4	300	4	NA	4	NA	4	11000	4	NA	NA	30000	4	300	4	NA	4	NA	4	6	32
"777"	""	1993	10	13	2	6	0.3	NA	NA	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY"	-5.889	146.02	25	6.9	NA	60	2	NA	NA	200	3	5	2	NA	NA	NA	NA	60	2	NA	NA	200	3	5	2	NA	NA	NA	NA	6	22
"778"	""	1994	1	17	12	30	55.3	2223	NA	"USA"	150	"CALIFORNIA:  NORTHRIDGE"	34.213	-118.537	18	6.7	9	60	2	NA	NA	7000	4	40000	4	40000	4	NA	NA	60	2	NA	NA	7000	4	40000	4	40000	4	NA	NA	6	36
"779"	""	1994	1	21	2	24	29.9	2224	NA	"INDONESIA"	170	"INDONESIA:  KAU"	1.015	127.733	20	7	NA	9	1	NA	NA	300	3	NA	2	NA	NA	550	3	9	1	NA	NA	300	3	NA	2	NA	NA	550	3	7	125
"780"	""	1994	2	15	17	7	43.8	NA	NA	"INDONESIA"	60	"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG"	-4.967	104.302	23	6.9	NA	207	3	NA	NA	2000	4	170.476	4	6000	4	NA	NA	207	3	NA	NA	2000	4	170.476	4	6000	4	NA	NA	6	125
"781"	""	1994	2	23	8	2	4.7	NA	NA	"IRAN"	140	"IRAN:  SISTAN"	30.853	60.596	6	6.1	7	6	1	NA	NA	NA	3	1.4	2	300	3	NA	NA	6	1	NA	NA	NA	3	1.4	2	300	3	NA	NA	6	138
"782"	""	1994	3	1	3	49	0.8	NA	NA	"IRAN"	140	"IRAN:  SOUTHERN:  FIRUZABAD"	29.096	52.617	13	6.1	NA	2	1	NA	NA	50	1	NA	1	NA	NA	NA	1	2	1	NA	NA	50	1	NA	1	NA	NA	NA	1	6	138
"783"	""	1994	3	2	3	38	3.8	NA	NA	"HAITI"	90	"HAITI: SAINT-LOUIS DU NORD"	19.803	-72.799	59	5.4	NA	4	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	4	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	5	6
"784"	""	1994	5	1	12	0	35.7	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ"	36.901	67.163	19	6.1	6	160	3	NA	NA	330	3	NA	NA	NA	NA	NA	NA	160	3	NA	NA	330	3	NA	NA	NA	NA	NA	NA	6	35
"785"	""	1994	6	5	1	9	30.1	NA	NA	"TAIWAN"	30	"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO"	24.511	121.905	11	6.4	NA	1	1	NA	NA	2	1	NA	2	NA	2	NA	NA	1	1	NA	NA	2	1	NA	2	NA	2	NA	NA	6	54
"786"	""	1994	6	6	20	47	40.5	NA	6624	"COLOMBIA"	160	"COLOMBIA:  CAUCA, HUILA"	2.917	-76.057	12	6.8	NA	650	3	NA	NA	NA	NA	2.4	2	200	3	NA	NA	650	3	NA	NA	NA	NA	2.4	2	200	3	NA	NA	6	32
"787"	""	1994	6	20	9	9	2.9	NA	NA	"IRAN"	140	"IRAN:  FIRUZABAD, SHIRAZ"	28.968	52.614	9	5.9	NA	3	1	NA	NA	100	2	NA	3	NA	3	NA	3	3	1	NA	NA	100	2	NA	3	NA	3	NA	3	5	138
"788"	""	1994	8	18	1	13	5.7	NA	NA	"ALGERIA"	15	"ALGERIA:  MASCARA"	35.52	-0.106	9	5.9	NA	171	3	NA	NA	NA	NA	NA	4	NA	4	NA	4	171	3	NA	NA	NA	NA	NA	4	NA	4	NA	NA	5	22
"789"	""	1994	9	16	6	20	18.7	5804	NA	"TAIWAN"	30	"TAIWAN REGION"	22.528	118.711	13	6.7	NA	1	1	NA	NA	400	3	NA	2	NA	NA	NA	2	1	1	NA	NA	400	3	NA	2	NA	NA	NA	2	6	54
"790"	""	1994	10	4	13	22	55.8	2230	NA	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO"	43.773	147.321	14	8.3	9	11	1	NA	NA	382	3	NA	3	NA	NA	NA	NA	11	1	NA	NA	382	3	NA	3	NA	NA	NA	NA	8	8
"791"	""	1994	10	8	21	44	7.2	2231	NA	"INDONESIA"	170	"INDONESIA:  HALMAHERA"	-1.258	127.98	17	6.8	NA	1	1	NA	NA	52	2	NA	2	NA	NA	500	3	1	1	NA	NA	52	2	NA	2	NA	NA	500	3	6	125
"792"	""	1994	11	14	19	15	30.6	2234	NA	"PHILIPPINES"	170	"PHILIPPINES:  MINDORO"	13.525	121.067	32	7.1	NA	81	2	NA	NA	225	3	3.7	2	797	3	3288	4	81	2	NA	NA	225	3	3.7	2	797	3	3288	4	7	49
"793"	""	1994	12	28	12	19	23	2235	NA	"JAPAN"	30	"JAPAN:  HONSHU"	40.525	143.419	27	7.8	9	3	1	NA	NA	200	3	170.4	4	NA	NA	NA	NA	3	1	NA	NA	200	3	170.4	4	NA	NA	NA	NA	7	63
"794"	""	1995	1	16	20	46	53.6	2236	NA	"JAPAN"	30	"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA"	34.59	135.069	17	6.9	11	6434	4	NA	NA	43792	4	1e+05	4	186175	4	274182	4	6434	4	NA	NA	43792	4	1e+05	4	186175	4	274182	4	6	63
"795"	""	1995	1	19	15	5	3.4	NA	NA	"COLOMBIA"	160	"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES"	5.05	-72.916	17	6.5	NA	7	1	NA	NA	NA	2	NA	2	512	3	20	1	7	1	NA	NA	NA	2	NA	2	512	3	20	1	6	32
"796"	""	1995	2	8	18	40	25.3	NA	NA	"COLOMBIA"	160	"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA"	4.104	-76.622	74	6.4	NA	45	1	NA	NA	400	3	50	4	2000	4	NA	NA	45	1	1	NA	400	3	50	4	2000	4	NA	NA	6	32
"797"	""	1995	5	27	13	3	52.6	2247	NA	"RUSSIA"	50	"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO"	52.629	142.827	11	7.1	9	1989	4	NA	NA	750	3	300	4	NA	NA	NA	NA	1989	4	NA	NA	750	3	300	4	NA	NA	NA	NA	7	8
"798"	""	1995	6	15	0	15	48.7	2248	NA	"GREECE"	130	"GREECE:  AIYION, ERATINI"	38.401	22.283	14	6.5	7	26	1	NA	NA	60	2	660	4	NA	NA	NA	NA	26	1	NA	NA	60	2	660	4	NA	NA	NA	NA	6	46
"799"	""	1995	7	11	21	46	39.7	NA	NA	"CHINA"	30	"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND"	21.966	99.196	13	6.8	NA	11	1	NA	NA	136	3	36.1	4	100000	4	100000	4	11	1	NA	NA	136	3	36.1	4	100000	4	NA	NA	6	152
"800"	""	1995	7	21	22	44	4.5	NA	NA	"CHINA"	30	"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI"	36.427	103.123	13	5.6	NA	14	1	NA	NA	60	1	NA	3	4500	4	NA	NA	14	1	NA	NA	60	1	NA	3	4500	4	NA	NA	5	152
"801"	""	1995	7	30	5	11	23.6	2249	NA	"CHILE"	160	"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES"	-23.34	-70.294	46	8	7	3	1	NA	NA	58	2	1.66	2	115	3	NA	NA	3	1	NA	NA	NA	NA	1.791	2	115	3	NA	NA	8	43
"802"	""	1995	9	14	14	4	31.4	2251	NA	"MEXICO"	150	"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY"	16.779	-98.597	23	7.4	NA	3	1	NA	NA	100	2	NA	2	NA	NA	NA	NA	3	1	NA	NA	100	2	NA	2	NA	NA	NA	NA	7	53
"803"	""	1995	10	1	15	57	16.2	NA	NA	"TURKEY"	140	"TURKEY:   DINAR, EVCILER"	38.063	30.134	33	6.4	8	95	2	NA	NA	348	3	205.8	4	5100	4	NA	NA	95	2	NA	NA	348	3	205.8	4	5100	4	NA	NA	6	104
"804"	""	1995	10	3	1	51	23.9	NA	NA	"ECUADOR"	160	"ECUADOR:  QUITO"	-2.75	-77.881	24	7	NA	2	1	NA	NA	5	1	NA	1	83	2	NA	NA	2	1	NA	NA	5	1	NA	1	83	2	NA	NA	7	21
"805"	""	1995	10	6	18	9	45.9	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATERA, JAMBI PROVINCE"	-2.045	101.436	33	6.8	NA	84	2	NA	NA	1868	4	NA	4	17600	4	NA	NA	84	2	NA	NA	1868	4	NA	4	17600	4	NA	NA	6	125
"806"	""	1995	10	9	15	35	53.9	2252	NA	"MEXICO"	150	"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE"	19.055	-104.205	33	8	NA	49	2	NA	NA	200	3	NA	2	NA	2	NA	NA	50	1	NA	NA	200	3	NA	2	NA	2	NA	NA	8	53
"807"	""	1995	10	23	22	46	50.8	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  WUDING"	26.003	102.227	10	6.2	NA	81	2	NA	NA	800	3	80	4	200	3	200	3	81	2	NA	NA	800	3	80	4	200	3	NA	NA	6	152
"808"	""	1995	11	22	4	15	11.9	2256	NA	"EGYPT"	15	"EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN"	28.826	34.799	10	7.2	8	11	1	NA	NA	47	1	NA	2	NA	NA	NA	NA	11	1	NA	NA	47	1	NA	2	NA	1	NA	NA	7	4
"809"	""	1996	2	3	11	14	20.1	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  LIJIANG"	27.291	100.276	11	6.6	9	322	3	NA	NA	17057	4	506	4	959000	4	959000	4	322	3	NA	NA	17057	4	506	4	959000	4	NA	NA	6	152
"810"	""	1996	2	17	5	59	30.5	2260	NA	"INDONESIA"	170	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI"	-0.891	136.952	33	8.2	9	54	2	NA	NA	423	3	4.2	2	5043	4	NA	NA	164	3	NA	NA	423	3	4.2	2	5043	4	NA	NA	8	125
"811"	""	1996	3	19	15	0	26	NA	NA	"CHINA"	40	"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI"	39.993	76.696	28	6.3	NA	24	1	NA	NA	128	3	24	3	15314	4	NA	NA	24	1	NA	NA	128	3	24	3	15314	4	NA	NA	6	152
"812"	""	1996	3	28	23	3	49.8	NA	NA	"ECUADOR"	160	"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO"	-1.036	-78.737	33	5.9	6	27	1	NA	NA	100	2	7	3	NA	3	NA	3	27	1	NA	NA	100	2	7	3	NA	3	NA	3	5	21
"813"	""	1996	4	29	14	40	41	NA	NA	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS:  BOUGAINVILLE ISLAND"	-6.518	154.999	44	7.2	NA	1	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	7	5
"814"	""	1996	5	3	3	32	47.1	NA	NA	"CHINA"	30	"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT"	40.774	109.661	26	6	8	23	1	NA	NA	330	3	NA	4	NA	NA	NA	NA	23	1	NA	NA	330	3	NA	4	NA	NA	NA	NA	6	152
"815"	""	1996	11	12	16	59	44	2269	NA	"PERU"	160	"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA"	-14.993	-75.675	33	7.7	8	14	1	NA	NA	560	3	NA	4	NA	NA	4000	4	14	1	NA	NA	560	3	NA	4	NA	NA	4000	4	7	67
"816"	""	1997	1	11	20	28	26	NA	NA	"MEXICO"	150	"MEXICO:  MICHOACAN, ARTEAGA"	18.219	-102.756	33	7.2	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	7	53
"817"	""	1997	1	21	1	48	30.1	NA	NA	"CHINA"	40	"CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY"	39.474	76.998	33	5.9	NA	12	1	NA	NA	40	1	NA	3	14000	4	NA	NA	12	1	NA	NA	40	1	NA	3	14000	4	NA	NA	5	152
"818"	""	1997	2	4	10	37	47.1	NA	NA	"IRAN"	140	"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN"	37.661	57.291	10	6.5	8	88	2	NA	NA	1948	4	30	4	5500	4	11000	4	88	2	NA	NA	1948	4	30	4	5500	4	11000	4	6	138
"819"	""	1997	2	27	21	8	2.3	NA	NA	"PAKISTAN"	60	"PAKISTAN:  HARNAI-SIBI, QUETTA"	29.976	68.208	33	7.1	NA	60	2	NA	NA	NA	3	NA	2	500	3	500	3	60	2	NA	NA	NA	3	NA	2	500	3	NA	NA	7	31
"820"	""	1997	2	28	12	57	18.6	NA	NA	"IRAN"	140	"IRAN:  ARDABIL"	38.075	48.05	10	6.1	8	1100	4	NA	NA	2600	4	76	4	12000	4	NA	NA	1100	4	NA	NA	2600	4	76	4	12000	4	NA	NA	6	138
"821"	""	1997	3	1	6	4	14.1	NA	NA	"CHINA"	40	"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI"	39.422	76.839	22	5.6	NA	2	1	NA	NA	6	1	NA	3	4000	3	NA	NA	2	1	NA	NA	6	1	NA	3	4000	4	NA	NA	5	152
"822"	""	1997	3	19	19	57	11.9	NA	NA	"PAKISTAN"	60	"PAKISTAN:  BAJAUR, CHITRAL"	34.872	71.62	50	4.9	NA	15	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	15	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	4	31
"823"	""	1997	4	11	5	34	42.7	NA	NA	"CHINA"	40	"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA"	39.527	76.941	15	6.2	NA	9	1	NA	NA	89	2	NA	4	2000	4	NA	NA	9	1	NA	NA	89	2	NA	4	2000	4	NA	NA	6	152
"824"	""	1997	5	10	7	57	29.7	NA	NA	"IRAN"	140	"IRAN: BIRJAND, GHAEN;  AFGHANISTAN"	33.825	59.809	10	7.2	10	1728	4	NA	NA	2300	4	100	4	10533	4	5474	4	1728	4	NA	NA	2300	4	100	4	10533	4	5474	4	7	138
"825"	""	1997	5	13	14	13	45.7	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR"	36.411	70.945	196	6.4	NA	1	1	NA	NA	11	1	NA	2	NA	NA	NA	2	1	1	NA	NA	11	1	NA	2	NA	NA	NA	2	6	35
"826"	""	1997	5	21	22	51	28.7	NA	NA	"INDIA"	60	"INDIA:  SOUTHERN:  JABALPUR"	23.083	80.041	36	5.8	8	56	2	NA	NA	1000	4	143	4	8546	4	8546	4	56	2	NA	NA	1000	4	143	4	8546	4	52690	4	5	32
"827"	""	1997	7	9	19	24	13.1	2274	NA	"VENEZUELA"	90	"VENEZUELA:  CARIACO-CUMANA"	10.598	-63.486	20	7	5	81	2	NA	NA	522	3	81	4	NA	NA	NA	NA	81	2	NA	NA	522	3	81	4	NA	NA	NA	NA	7	13
"828"	""	1997	7	21	8	45	49.1	NA	NA	"SOUTH AFRICA"	10	"SOUTH AFRICA:  AVGOLD'S HARTEBEESTFONTEIN MINE"	-26.857	26.619	5	5	NA	15	1	NA	NA	46	1	NA	NA	NA	NA	NA	NA	15	1	NA	NA	46	1	NA	NA	NA	NA	NA	NA	5	9
"829"	""	1997	9	26	9	40	26.3	NA	NA	"ITALY"	130	"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.084	12.812	10	6	10	14	1	NA	NA	100	2	4524.9	4	80000	4	NA	NA	14	1	NA	NA	100	2	4524.9	4	80000	4	NA	NA	6	42
"830"	""	1997	9	28	1	38	28.6	NA	NA	"INDONESIA"	170	"INDONESIA:  SULAWESI, PAREPARE"	-3.776	119.727	33	5.9	NA	20	1	NA	NA	300	3	1.1	2	650	3	NA	NA	20	1	NA	NA	300	3	1.1	2	650	3	NA	NA	5	125
"831"	""	1997	10	15	1	3	33.4	NA	NA	"CHILE"	160	"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA"	-30.933	-71.22	58	7.1	NA	8	1	NA	NA	300	3	48	4	5000	4	15700	4	8	1	NA	NA	300	3	48	4	5000	4	15700	4	7	43
"832"	""	1997	11	21	11	23	6.3	NA	NA	"INDIA"	60	"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH"	22.212	92.702	54	6.1	NA	23	1	NA	NA	200	3	NA	1	1	1	NA	1	23	1	NA	NA	200	3	NA	1	1	1	NA	1	6	32
"833"	""	1998	1	10	3	50	41.5	NA	NA	"CHINA"	30	"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI"	41.083	114.5	30	5.7	8	70	2	NA	NA	11500	4	285.5	4	70000	4	NA	NA	70	2	NA	NA	11500	4	285.5	4	70000	4	NA	NA	5	152
"834"	""	1998	2	4	14	33	21.2	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE"	37.075	70.089	33	5.9	NA	2323	4	NA	NA	818	3	NA	4	8094	4	NA	NA	2323	4	NA	NA	818	3	NA	4	8094	4	NA	NA	5	35
